city,loc,pop,state,zip
HILLSBORO,-71.902818,5246,NH,3244
GILFORD,-71.452907,24409,NH,3246
LINCOLN,-71.672707,1229,NH,3251
MEREDITH,-71.511327,5959,NH,3253
MOULTONBOROUGH,-71.392245,3208,NH,3254
NEW HAMPTON,-71.643513,1214,NH,3256
NEW LONDON,-71.985674,3280,NH,3257
NORTH SANDWICH,-71.385025,338,NH,3259
NORTHWOOD,-71.200423,3013,NH,3261
NORTH WOODSTOCK,-71.697684,1091,NH,3262
PITTSFIELD,-71.33303,5806,NH,3263
PLYMOUTH,-71.684714,8980,NH,3264
RUMNEY,-71.848019,1912,NH,3266
SALISBURY,-71.704468,140,NH,3268
SANBORNTON,-71.600348,699,NH,3269
ALLENSTOWN,-71.439663,11565,NH,3275
TILTON,-71.577413,7356,NH,3276
WARNER,-71.835349,3265,NH,3278
WARREN,-71.89013,886,NH,3279
WASHINGTON,-72.082407,628,NH,3280
WEARE,-71.70376,7481,NH,3281
WENTWORTH,-71.909651,556,NH,3282
WEST SPRINGFIELD,-72.057855,788,NH,3284
WILMOT FLAT,-71.900983,931,NH,3287
NOTTINGHAM,-71.110983,598,NH,3290
WEST NOTTINGHAM,-71.111006,27,NH,3291
CONCORD,-71.527734,34035,NH,3301
BOSCAWEN,-71.612723,12046,NH,3303
BOW,-71.544814,5500,NH,3304
SURRY,-72.28954,23882,NH,3431
ANTRIM,-71.938698,3379,NH,3440
ASHUELOT,-72.434899,285,NH,3441
BENNINGTON,-71.91534,1236,NH,3442
CHESTERFIELD,-72.487219,1455,NH,3443
DUBLIN,-72.050538,1474,NH,3444
EAST SULLIVAN,-72.191778,169,NH,3445
EAST SWANZEY,-72.249298,796,NH,3446
FITZWILLIAM,-72.145014,2016,NH,3447
GILSUM,-72.263272,745,NH,3448
HANCOCK,-71.981858,1526,NH,3449
HARRISVILLE,-72.097243,981,NH,3450
HINSDALE,-72.501474,3936,NH,3451
JAFFREY,-72.027514,5334,NH,3452
MARLBOROUGH,-72.201292,1927,NH,3455
MARLOW,-72.210879,650,NH,3456
MUNSONVILLE,-72.133702,535,NH,3457
PETERBOROUGH,-71.946964,5713,NH,3458
RINDGE,-72.019038,4968,NH,3461
SPOFFORD,-72.410277,1266,NH,3462
STODDARD,-72.108811,622,NH,3464
TROY,-72.184753,2097,NH,3465
WEST CHESTERFIEL,-72.511216,391,NH,3466
WESTMORELAND,-72.435784,1596,NH,3467
WEST SWANZEY,-72.297688,5440,NH,3469
RICHMOND,-72.363672,4625,NH,3470
LITTLETON,-71.776816,6663,NH,3561
BERLIN,-71.189236,12892,NH,3570
BETHLEHEM,-71.682929,1885,NH,3574
COLEBROOK,-71.479341,4232,NH,3576
ERROL,-71.143612,366,NH,3579
FRANCONIA,-71.751822,1090,NH,3580
GORHAM,-71.179983,3610,NH,3581
GROVETON,-71.506421,2527,NH,3582
JEFFERSON,-71.451834,986,NH,3583
LANCASTER,-71.559115,3825,NH,3584
LISBON,-71.896565,2295,NH,3585
MILAN,-71.181031,987,NH,3588
NORTH STRATFORD,-71.564368,927,NH,3590
PITTSBURG,-71.363593,1104,NH,3592
WHITEFIELD,-71.603453,3139,NH,3598
ALSTEAD,-72.328052,1721,NH,3602
CHARLESTOWN,-72.40638,4678,NH,3603
EAST LEMPSTER,-72.166205,323,NH,3605
SOUTH ACWORTH,-72.341053,1008,NH,3607
WALPOLE,-72.415489,2466,NH,3608
NORTH WALPOLE,-72.448253,744,NH,3609
BATH,-71.956741,155,NH,3740
CANAAN,-72.029724,3065,NH,3741
CLAREMONT,-72.342186,14820,NH,3743
CORNISH,-72.339426,2275,NH,3745
ENFIELD,-72.127014,4118,NH,3748
ETNA,-72.212479,944,NH,3750
GOSHEN,-72.124117,742,NH,3752
GRANTHAM,-72.133437,1247,NH,3753
HANOVER,-72.28496,7070,NH,3755
HAVERHILL,-72.057276,498,NH,3765
LEBANON,-72.242818,9032,NH,3766
LYME,-72.161993,2172,NH,3768
MERIDEN,-72.275644,126,NH,3770
MONROE,-72.025028,760,NH,3771
NEWPORT,-72.183789,8073,NH,3773
NORTH HAVERHILL,-72.019112,1744,NH,3774
ORFORD,-72.097846,1008,NH,3777
PIERMONT,-72.081299,431,NH,3779
PIKE,-72.009587,751,NH,3780
PLAINFIELD,-72.270398,1314,NH,3781
SUNAPEE,-72.095044,2570,NH,3782
WEST LEBANON,-72.300735,3784,NH,3784
WOODSVILLE,-71.989215,2292,NH,3785
NEWINGTON,-70.780412,27430,NH,3801
ALTON,-71.229709,2939,NH,3809
ALTON BAY,-71.24888,157,NH,3810
ATKINSON,-71.1603,5145,NH,3811
BARTLETT,-71.2491,1379,NH,3812
CENTER CONWAY,-71.060677,2394,NH,3813
CENTER OSSIPEE,-71.134882,2492,NH,3814
CENTER STRAFFORD,-71.107122,436,NH,3815
CENTER TUFTONBOR,-71.265059,885,NH,3816
CHOCORUA,-71.240716,70,NH,3817
CONWAY,-71.15028,1875,NH,3818
DANVILLE,-71.120985,2471,NH,3819
MADBURY,-70.884881,27182,NH,3820
LEE,-70.952333,15487,NH,3824
BARRINGTON,-71.037675,5842,NH,3825
EAST HAMPSTEAD,-71.127978,1880,NH,3826
SOUTH HAMPTON,-70.976904,3197,NH,3827
EAST WAKEFIELD,-71.007712,675,NH,3830
BRENTWOOD,-70.964306,14374,NH,3833
FARMINGTON,-71.064693,4676,NH,3835
FREEDOM,-71.062815,935,NH,3836
GILMANTON IRON W,-71.330315,1301,NH,3837
GLEN,-71.192457,84,NH,3838
GONIC,-70.976642,4474,NH,3839
GREENLAND,-70.847476,2450,NH,3840
HAMPSTEAD,-71.175802,5291,NH,3841
HAMPTON,-70.824336,12278,NH,3842
HAMPTON FALLS,-70.887608,1503,NH,3844
INTERVALE,-71.119415,1811,NH,3845
JACKSON,-71.187808,689,NH,3846
KINGSTON,-71.063914,6111,NH,3848
MADISON,-71.125412,1669,NH,3849
MILTON MILLS,-70.969729,514,NH,3852
MIRROR LAKE,-71.272858,696,NH,3853
NEW CASTLE,-70.719922,840,NH,3854
NEW DURHAM,-71.140828,2148,NH,3855
NEWMARKET,-70.955317,9049,NH,3857
NEWTON,-71.042021,2944,NH,3858
NORTH CONWAY,-71.123811,3458,NH,3860
NORTH HAMPTON,-70.826738,3637,NH,3862
OSSIPEE,-71.112873,1490,NH,3864
PLAISTOW,-71.093397,7124,NH,3865
ROCHESTER,-71.055753,3793,NH,3867
EAST ROCHESTER,-70.968581,20616,NH,3868
ROLLINSFORD,-70.833207,2395,NH,3869
RYE,-70.765153,4415,NH,3870
SANBORNVILLE,-71.020005,2382,NH,3872
SANDOWN,-71.18606,4060,NH,3873
SEABROOK,-70.86464,6503,NH,3874
SILVER LAKE,-71.190501,640,NH,3875
SOMERSWORTH,-70.875589,11170,NH,3878
SOUTH EFFINGHAM,-71.002109,201,NH,3882
SOUTH TAMWORTH,-71.311654,188,NH,3883
STRAFFORD,-71.162475,1618,NH,3884
STRATHAM,-70.899714,4967,NH,3885
TAMWORTH,-71.264454,1285,NH,3886
UNION,-71.020857,4229,NH,3887
WEST OSSIPEE,-71.205141,362,NH,3890
WOLFEBORO,-71.190843,5586,NH,3894
BERWICK,-70.855038,5942,ME,3901
CAPE NEDDICK,-70.639685,953,ME,3902
ELIOT,-70.782216,6506,ME,3903
KITTERY,-70.742876,3537,ME,3904
KITTERY POINT,-70.712108,4589,ME,3905
NORTH BERWICK,-70.721173,6465,ME,3906
OGUNQUIT,-70.597176,852,ME,3907
SOUTH BERWICK,-70.785949,5982,ME,3908
YORK,-70.657826,8477,ME,3909
ACTON,-70.930687,767,ME,4001
ALFRED,-70.696087,4730,ME,4002
BAILEY ISLAND,-69.995175,464,ME,4003
ARUNDEL,-70.471928,23646,ME,4005
BIDDEFORD POOL,-70.352024,269,ME,4006
BOWDOINHAM,-69.918849,4328,ME,4008
BRIDGTON,-70.724081,3980,ME,4009
BROWNFIELD,-70.903225,1148,ME,4010
BIRCH ISLAND,-69.955469,22557,ME,4011
BUSTINS ISLAND,-70.042247,0,ME,4013
CASCO,-70.526013,3010,ME,4015
CENTER LOVELL,-70.883618,148,ME,4016
CHEBEAGUE ISLAND,-70.116878,337,ME,4017
CLIFF ISLAND,-70.107097,87,ME,4019
CORNISH,-70.778433,1736,ME,4020
CUMBERLAND CENTE,-70.2484,8544,ME,4021
DENMARK,-70.792409,679,ME,4022
EAST BALDWIN,-70.692159,976,ME,4024
WEST LEBANON,-70.910986,5224,ME,4027
NORTH SEBAGO,-70.633865,597,ME,4029
EAST WATERBORO,-70.690626,1153,ME,4030
FREEPORT,-70.113854,8081,ME,4032
FRYEBURG,-70.966841,2551,ME,4037
GORHAM,-70.467968,13642,ME,4038
GRAY,-70.342939,5383,ME,4039
HARRISON,-70.653855,2274,ME,4040
HIRAM,-70.853076,1905,ME,4041
HOLLIS CENTER,-70.605074,2243,ME,4042
KENNEBUNK,-70.547802,7826,ME,4043
KENNEBUNKPORT,-70.472867,5220,ME,4046
KEZAR FALLS,-70.892717,852,ME,4047
LIMERICK,-70.786556,2982,ME,4048
LIMINGTON,-70.675178,776,ME,4049
LONG ISLAND,-70.15509,201,ME,4050
LOVELL,-70.929951,763,ME,4051
MEREPOINT,-70.00347,269,ME,4053
NAPLES,-70.598754,2868,ME,4055
NORTH FRYEBURG,-70.981286,185,ME,4058
NORTH SHAPLEIGH,-70.874392,302,ME,4060
NORTH WATERBORO,-70.729799,1516,ME,4061
WINDHAM,-70.414281,13482,ME,4062
OLD ORCHARD BEAC,-70.392053,8451,ME,4064
ORRS ISLAND,-69.966793,861,ME,4066
PORTER,-70.924266,985,ME,4068
POWNAL,-70.195497,1690,ME,4069
RAYMOND,-70.449834,3516,ME,4071
SACO,-70.454632,16192,ME,4072
SANFORD,-70.758479,15723,ME,4073
SCARBOROUGH,-70.345668,12550,ME,4074
SEBAGO LAKE,-70.573454,4141,ME,4075
SHAPLEIGH,-70.828619,314,ME,4076
SOUTH CASCO,-70.512938,250,ME,4077
SOUTH HARPSWELL,-69.993709,1767,ME,4079
SOUTH WATERFORD,-70.792061,439,ME,4081
SPRINGVALE,-70.806445,5472,ME,4083
STANDISH,-70.480657,1592,ME,4084
STEEP FALLS,-70.645627,2060,ME,4085
PEJEPSCOT,-69.964479,8535,ME,4086
WATERBORO,-70.743115,1797,ME,4087
WELLS,-70.596883,5590,ME,4090
WEST BALDWIN,-70.749015,770,ME,4091
WESTBROOK,-70.358033,16121,ME,4092
WEST BUXTON,-70.601546,4910,ME,4093
MAPLEWOOD,-70.913476,1126,ME,4095
YARMOUTH,-70.174958,3068,ME,4096
PORTLAND,-70.258864,17147,ME,4101
PORTLAND,-70.28981,17660,ME,4102
PORTLAND,-70.2876,28461,ME,4103
FALMOUTH,-70.26253,7609,ME,4105
SOUTH PORTLAND,-70.270878,23131,ME,4106
CAPE ELIZABETH,-70.230099,8854,ME,4107
PEAKS ISLAND,-70.194017,775,ME,4108
CUSHING ISLAND,-70.202201,28,ME,4109
CUMBERLAND FORES,-70.188333,2879,ME,4110
AUBURN,-70.238978,24160,ME,4210
ANDOVER,-70.79666,878,ME,4216
BETHEL,-70.803685,2775,ME,4217
BRYANT POND,-70.643468,1563,ME,4219
BUCKFIELD,-70.368293,1551,ME,4220
CANTON,-70.321719,1673,ME,4221
DANVILLE,-70.272055,1086,ME,4223
DIXFIELD,-70.424099,3032,ME,4224
DRYDEN,-70.223962,4520,ME,4225
EAST ANDOVER,-70.729555,154,ME,4226
EAST LIVERMORE,-70.130334,560,ME,4228
EAST STONEHAM,-70.852936,429,ME,4231
FRYE,-70.565319,28,ME,4235
GREENE,-70.145532,3661,ME,4236
HANOVER,-70.716735,272,ME,4237
HEBRON,-70.375369,826,ME,4238
JAY,-70.209883,4631,ME,4239
LEWISTON,-70.191619,40173,ME,4240
LISBON,-70.113933,3633,ME,4250
LISBON FALLS,-70.073375,8095,ME,4252
LIVERMORE FALLS,-70.193614,4845,ME,4254
MECHANIC FALLS,-70.368206,6247,ME,4256
MEXICO,-70.535797,3316,ME,4257
MONMOUTH,-70.02627,1838,ME,4259
NEW GLOUCESTER,-70.297381,3916,ME,4260
NEWRY,-70.792611,300,ME,4261
LEEDS,-70.125277,1669,ME,4263
NORTH MONMOUTH,-70.036686,616,ME,4265
NORTH TURNER,-70.256147,953,ME,4266
NORTH WATERFORD,-70.717393,1168,ME,4267
NORWAY,-70.560135,5258,ME,4268
OXFORD,-70.509799,2822,ME,4270
POLAND,-70.411819,179,ME,4273
POLAND SPRING,-70.379664,1375,ME,4274
ROXBURY,-70.609188,548,ME,4275
RUMFORD,-70.564475,7035,ME,4276
RUMFORD CENTER,-70.700058,92,ME,4278
RUMFORD POINT,-70.700276,36,ME,4279
SABATTUS,-70.074792,4809,ME,4280
SOUTH PARIS,-70.501179,6054,ME,4281
TURNER,-70.249444,3365,ME,4282
WAYNE,-70.0712,546,ME,4284
WELD,-70.4249,430,ME,4285
WEST PARIS,-70.573167,2149,ME,4289
PERU,-70.443459,1541,ME,4290
WEST POLAND,-70.450166,733,ME,4291
WEST SUMNER,-70.432314,761,ME,4292
WILTON,-70.296064,227,ME,4294
AUGUSTA,-69.766548,25195,ME,4330
COOPERS MILLS,-69.507672,1082,ME,4341
DRESDEN,-69.745726,1336,ME,4342
FARMINGDALE,-69.791313,2917,ME,4344
GARDINER,-69.785774,8387,ME,4345
RANDOLPH,-69.774918,6619,ME,4346
HALLOWELL,-69.805738,2613,ME,4347
JEFFERSON,-69.483895,1488,ME,4348
KENTS HILL,-70.074822,755,ME,4349
LITCHFIELD,-69.958071,2354,ME,4350
MANCHESTER,-69.884657,603,ME,4351
MOUNT VERNON,-69.990336,1396,ME,4352
NORTH WHITEFIELD,-69.602164,1931,ME,4353
PALERMO,-69.43337,752,ME,4354
READFIELD,-69.950634,1725,ME,4355
RICHMOND,-69.821077,3072,ME,4357
SOUTH CHINA,-69.58036,182,ME,4358
WEEKS MILLS,-69.541738,2942,ME,4361
WINDSOR,-69.580587,1618,ME,4363
WINTHROP,-69.973128,7929,ME,4364
BANGOR,-68.791839,40434,ME,4401
ABBOT VILLAGE,-69.52514,1193,ME,4406
AURORA,-68.295929,141,ME,4408
BRADFORD,-68.923491,1103,ME,4410
BRADLEY,-68.626328,1136,ME,4411
BREWER,-68.753896,9021,ME,4412
BROOKTON,-67.707828,236,ME,4413
BROWNVILLE,-69.042331,1426,ME,4414
BUCKSPORT,-68.776823,5340,ME,4416
BURLINGTON,-68.442701,643,ME,4417
CARDVILLE,-68.603277,1309,ME,4418
CARMEL,-68.99415,3328,ME,4419
CHARLESTON,-69.086856,1819,ME,4422
COSTIGAN,-68.612969,1895,ME,4423
DANFORTH,-67.868778,965,ME,4424
DOVER FOXCROFT,-69.204472,5924,ME,4426
EAST CORINTH,-69.008532,2177,ME,4427
EAST EDDINGTON,-68.61883,2263,ME,4428
EAST HOLDEN,-68.648307,4472,ME,4429
EAST MILLINOCKET,-68.572822,2198,ME,4430
EAST ORLAND,-68.70174,1281,ME,4431
ENFIELD,-68.605802,1483,ME,4433
ETNA,-69.132225,966,ME,4434
EXETER,-69.107934,561,ME,4435
FRANKFORT,-68.933981,1141,ME,4438
GREENVILLE,-69.584376,2054,ME,4441
GREENVILLE JUNCT,-69.637526,99,ME,4442
GUILFORD,-69.397491,2833,ME,4443
HAMPDEN,-68.87305,6756,ME,4444
HAYNESVILLE,-67.98858,244,ME,4446
SEBOEIS,-68.669252,1628,ME,4448
HUDSON,-68.887831,1048,ME,4449
KENDUSKEAG,-68.934179,1234,ME,4450
KINGMAN,-68.23662,378,ME,4451
LAGRANGE,-68.83448,707,ME,4453
LEE,-68.290885,832,ME,4455
LEVANT,-68.98367,1627,ME,4456
LINCOLN,-68.507693,4715,ME,4457
LINCOLN CENTER,-68.457065,1556,ME,4458
MATTAWAMKEAG,-68.35195,841,ME,4459
MEDWAY,-68.522709,1986,ME,4460
MILFORD,-68.629597,1732,ME,4461
MILLINOCKET,-68.710117,7265,ME,4462
DERBY,-68.977098,3091,ME,4463
MONSON,-69.487986,263,ME,4464
OLD TOWN,-68.67496,9290,ME,4468
NORTH AMITY,-67.837741,138,ME,4471
ORLAND,-68.731312,524,ME,4472
ORONO,-68.675466,10484,ME,4473
ORRINGTON,-68.787597,3309,ME,4474
PASSADUMKEAG,-68.604328,428,ME,4475
PENOBSCOT,-68.757409,2290,ME,4476
ROCKWOOD,-69.822442,367,ME,4478
SANGERVILLE,-69.321772,984,ME,4479
SPRINGFIELD,-68.110756,985,ME,4487
STETSON,-69.106877,738,ME,4488
TOPSFIELD,-67.747253,274,ME,4490
VANCEBORO,-67.463419,217,ME,4491
WAITE,-67.642812,233,ME,4492
WINN,-68.357465,479,ME,4495
WINTERPORT,-68.886174,3175,ME,4496
WYTOPITLOCK,-68.105541,384,ME,4497
BATH,-69.826565,12628,ME,4530
BOOTHBAY,-69.627322,1701,ME,4537
CAPITOL ISLAND,-69.61844,2800,ME,4538
BRISTOL,-69.495367,1220,ME,4539
CHAMBERLAIN,-69.498618,482,ME,4541
DAMARISCOTTA,-69.504237,1217,ME,4543
EAST BOOTHBAY,-69.593903,156,ME,4544
FRIENDSHIP,-69.291604,2085,ME,4547
MAC MAHAN,-69.747424,936,ME,4548
MEDOMAK,-69.430664,540,ME,4551
NEWCASTLE,-69.533113,1551,ME,4553
NEW HARBOR,-69.507934,362,ME,4554
NOBLEBORO,-69.482786,1455,ME,4555
EDGECOMB,-69.619742,1238,ME,4556
PEMAQUID,-69.528919,103,ME,4558
PHIPPSBURG,-69.814982,426,ME,4562
CUSHING,-69.272061,12,ME,4563
ROUND POND,-69.46617,159,ME,4564
SEBASCO ESTATES,-69.857557,479,ME,4565
SMALL POINT,-69.841163,66,ME,4567
SOUTH BRISTOL,-69.561367,476,ME,4568
SQUIRREL ISLAND,-69.630974,3,ME,4570
TREVETT,-69.674601,338,ME,4571
WALDOBORO,-69.374537,4702,ME,4572
WALPOLE,-69.55165,349,ME,4573
WASHINGTON,-69.384237,1261,ME,4574
WEST SOUTHPORT,-69.667343,642,ME,4576
WISCASSET,-69.682576,5928,ME,4578
WOOLWICH,-69.789098,1781,ME,4579
ELLSWORTH,-68.412093,10671,ME,4605
ADDISON,-67.714573,1114,ME,4606
GOULDSBORO,-68.089857,1064,ME,4607
BAR HARBOR,-68.244791,5513,ME,4609
BEALS,-67.605554,667,ME,4611
BERNARD,-68.35803,186,ME,4612
BIRCH HARBOR,-68.031686,229,ME,4613
BLUE HILL,-68.588513,1417,ME,4614
BLUE HILL FALLS,-68.590282,375,ME,4615
BROOKLIN,-68.556518,260,ME,4616
BROOKSVILLE,-68.731279,594,ME,4617
BUCKS HARBOR,-67.396382,402,ME,4618
CALAIS,-67.26408,3963,ME,4619
CHERRYFIELD,-67.943617,1341,ME,4622
COLUMBIA FALLS,-67.75341,960,ME,4623
COREA,-67.985032,507,ME,4624
CUTLER,-67.249869,779,ME,4626
DEER ISLE,-68.644839,949,ME,4627
DENNYSVILLE,-67.224431,684,ME,4628
EAST MACHIAS,-67.382066,1574,ME,4630
EASTPORT,-67.00739,2514,ME,4631
FRANKLIN,-68.241653,1433,ME,4634
HANCOCK,-68.2402,769,ME,4640
HARBORSIDE,-68.800901,122,ME,4642
HARRINGTON,-67.814722,986,ME,4643
ISLE AU HAUT,-68.620598,46,ME,4645
JONESBORO,-67.577692,585,ME,4648
JONESPORT,-67.604403,1520,ME,4649
LITTLE DEER ISLE,-68.706663,235,ME,4650
LUBEC,-67.046016,2349,ME,4652
BASS HARBOR,-68.380387,827,ME,4653
MACHIAS,-67.481996,3766,ME,4654
MACHIASPORT,-67.407277,602,ME,4655
MANSET,-68.314408,445,ME,4656
MEDDYBEMPS,-67.382852,242,ME,4657
MILBRIDGE,-67.884433,1587,ME,4658
MOUNT DESERT,-68.352253,2184,ME,4660
NORTH BROOKLIN,-68.577326,674,ME,4661
PEMBROKE,-67.200204,1151,ME,4666
PERRY,-67.092882,781,ME,4667
PRINCETON,-67.600826,1918,ME,4668
PROSPECT HARBOR,-68.027943,385,ME,4669
ROBBINSTON,-67.143301,495,ME,4671
SARGENTVILLE,-68.705221,43,ME,4673
SEDGWICK,-68.637659,908,ME,4676
SORRENTO,-68.178665,295,ME,4677
SOUTH GOULDSBORO,-68.030406,58,ME,4678
SOUTHWEST HARBOR,-68.326471,927,ME,4679
STEUBEN,-67.950319,773,ME,4680
STONINGTON,-68.674617,1746,ME,4681
SUNSET,-68.707002,149,ME,4683
SURRY,-68.506272,1004,ME,4684
WEST TREMONT,-68.380365,119,ME,4690
WINTER HARBOR,-68.084316,1157,ME,4693
WOODLAND,-67.417519,2909,ME,4694
HOULTON,-67.863014,10382,ME,4730
ASHLAND,-68.387608,2022,ME,4732
BENEDICTA,-68.408855,192,ME,4733
BRIDGEWATER,-67.841469,652,ME,4735
CARIBOU,-68.020352,10928,ME,4736
CLAYTON LAKE,-69.626445,54,ME,4737
EASTON,-67.901777,1056,ME,4740
FORT FAIRFIELD,-67.840204,4474,ME,4742
FORT KENT,-68.590855,6076,ME,4743
GRAND ISLE,-68.154238,318,ME,4746
ISLAND FALLS,-68.266722,1444,ME,4747
LILLE,-68.110393,253,ME,4749
LIMESTONE,-67.845086,2693,ME,4750
LORING AFB,-67.89858,7844,ME,4751
MADAWASKA,-68.33281,5860,ME,4756
MAPLETON,-68.153584,1982,ME,4757
MARS HILL,-67.862973,2010,ME,4758
MONTICELLO,-67.841439,1174,ME,4760
NEW SWEDEN,-68.11545,935,ME,4762
OAKFIELD,-68.129805,1113,ME,4763
OXBOW,-68.521792,76,ME,4764
PATTEN,-68.464669,1595,ME,4765
PORTAGE,-68.487675,445,ME,4768
PRESQUE ISLE,-68.01179,11058,ME,4769
SAINT AGATHA,-68.323237,919,ME,4772
SAINT DAVID,-68.231368,285,ME,4773
SAINT FRANCIS,-68.950309,1048,ME,4774
SHERMAN MILLS,-68.369587,1139,ME,4776
SHERMAN STATION,-68.461844,527,ME,4777
SINCLAIR,-68.267922,216,ME,4779
SMYRNA MILLS,-68.206363,453,ME,4780
SOLDIER POND,-68.598081,484,ME,4781
STOCKHOLM,-68.208614,665,ME,4783
VAN BUREN,-67.94589,3391,ME,4785
WASHBURN,-68.133836,2783,ME,4786
WESTFIELD,-67.897365,854,ME,4787
ROCKLAND,-69.113938,8975,ME,4841
CAMDEN,-69.076682,5060,ME,4843
HOPE,-69.146743,143,ME,4847
ISLESBORO,-68.907346,580,ME,4848
LINCOLNVILLE,-69.082446,2458,ME,4849
MONHEGAN,-69.316429,88,ME,4852
NORTH HAVEN,-68.866744,333,ME,4853
OWLS HEAD,-69.089416,1624,ME,4854
ROCKPORT,-69.090114,1421,ME,4856
SAINT GEORGE,-69.201984,225,ME,4857
SOUTH THOMASTON,-69.135937,1172,ME,4858
SPRUCE HEAD,-69.17071,719,ME,4859
TENANTS HARBOR,-69.231501,1322,ME,4860
THOMASTON,-69.188803,3560,ME,4861
UNION,-69.252435,3853,ME,4862
VINALHAVEN,-68.836816,1139,ME,4863
WARREN,-69.247894,2816,ME,4864
WEST ROCKPORT,-69.151049,555,ME,4865
WINSLOW,-69.635917,24915,ME,4901
ALBION,-69.468286,2616,ME,4910
ANSON,-69.930856,1698,ME,4911
ATHENS,-69.669482,897,ME,4912
BELFAST,-69.014753,9637,ME,4915
BELGRADE,-69.860636,1513,ME,4917
BELGRADE LAKES,-69.863681,316,ME,4918
BINGHAM,-69.885721,1712,ME,4920
BROOKS,-69.140393,1846,ME,4921
BURNHAM,-69.380049,961,ME,4922
CAMBRIDGE,-69.44193,863,ME,4923
CANAAN,-69.549777,1083,ME,4924
CARATUNK,-69.938617,124,ME,4925
CLINTON,-69.528405,4598,ME,4927
CORINNA,-69.232341,2363,ME,4928
DETROIT,-69.316081,751,ME,4929
DEXTER,-69.279654,5875,ME,4930
DIXMONT,-69.102532,1660,ME,4932
EUSTIS,-70.457067,539,ME,4936
BENTON STATION,-69.63321,6718,ME,4937
FARMINGTON,-70.132878,9133,ME,4938
FREEDOM,-69.319045,1775,ME,4941
WELLINGTON,-69.56871,1217,ME,4942
HARTLAND,-69.471754,1821,ME,4943
JACKMAN,-70.249227,1207,ME,4945
KINGFIELD,-70.183177,1501,ME,4947
LIBERTY,-69.33058,790,ME,4949
MADISON,-69.8449,4725,ME,4950
MONROE,-69.03169,616,ME,4951
MORRILL,-69.147105,1433,ME,4952
NEWPORT,-69.267498,3272,ME,4953
NEW PORTLAND,-70.092857,312,ME,4954
NEW SHARON,-70.013927,1175,ME,4955
NEW VINEYARD,-70.121953,661,ME,4956
NORRIDGEWOCK,-69.830583,4520,ME,4957
NORTH ANSON,-69.911946,1967,ME,4958
NORTH NEW PORTLA,-70.043268,537,ME,4961
NORTH VASSALBORO,-69.57808,2457,ME,4962
OAKLAND,-69.740082,8695,ME,4963
PALMYRA,-69.381084,1093,ME,4965
PHILLIPS,-70.360079,1930,ME,4966
PITTSFIELD,-69.40223,4719,ME,4967
PLYMOUTH,-69.226562,974,ME,4969
RANGELEY,-70.665844,1391,ME,4970
SAINT ALBANS,-69.399179,1575,ME,4971
SEARSMONT,-69.219579,422,ME,4973
SEARSPORT,-68.931125,1927,ME,4974
SKOWHEGAN,-69.697571,10166,ME,4976
SMITHFIELD,-69.807496,715,ME,4978
SOLON,-69.833018,1236,ME,4979
STOCKTON SPRINGS,-68.855974,1925,ME,4981
STRATTON,-70.431928,262,ME,4982
STRONG,-70.222054,1631,ME,4983
TEMPLE,-70.242635,560,ME,4984
WEST FORKS,-69.984057,86,ME,4985
THORNDIKE,-69.248658,962,ME,4986
TROY,-69.25488,802,ME,4987
UNITY,-69.332778,1817,ME,4988
VASSALBORO,-69.651904,1929,ME,4989
WHITE RIVER JUNC,-72.350351,9500,VT,5001
BETHEL,-72.652807,2725,VT,5032
BRADFORD,-72.140638,2480,VT,5033
BRIDGEWATER,-72.646704,130,VT,5034
BRIDGEWATER CORN,-72.682212,662,VT,5035
BROOKFIELD,-72.595259,453,VT,5036
BROWNSVILLE,-72.494405,415,VT,5037
CHELSEA,-72.479303,1022,VT,5038
CORINTH,-72.282241,1035,VT,5039
EAST CORINTH,-72.215144,279,VT,5040
EAST RANDOLPH,-72.548746,322,VT,5041
RYEGATE,-72.072669,328,VT,5042
EAST THETFORD,-72.19668,657,VT,5043
FAIRLEE,-72.190214,1631,VT,5045
GROTON,-72.217548,862,VT,5046
HARTLAND,-72.413103,1730,VT,5048
NEWBURY,-72.107231,1488,VT,5051
NORTH HARTLAND,-72.352591,429,VT,5052
NORTH POMFRET,-72.494287,254,VT,5053
NORWICH,-72.30162,2969,VT,5055
PLYMOUTH,-72.710655,319,VT,5056
POST MILLS,-72.262031,511,VT,5058
RANDOLPH,-72.67258,4421,VT,5060
RANDOLPH CENTER,-72.596975,1567,VT,5061
READING,-72.570446,614,VT,5062
SHARON,-72.424283,599,VT,5065
SOUTH POMFRET,-72.534907,281,VT,5067
SOUTH ROYALTON,-72.523228,3169,VT,5068
SOUTH RYEGATE,-72.129558,730,VT,5069
SOUTH STRAFFORD,-72.369959,331,VT,5070
SOUTH WOODSTOCK,-72.538383,406,VT,5071
STRAFFORD,-72.36363,554,VT,5072
TAFTSVILLE,-72.467331,35,VT,5073
THETFORD CENTER,-72.266204,1014,VT,5075
TUNBRIDGE,-72.478578,1352,VT,5077
VERSHIRE,-72.319015,565,VT,5079
WELLS RIVER,-72.052958,473,VT,5081
WEST FAIRLEE,-72.26163,153,VT,5083
WEST HARTFORD,-72.444618,135,VT,5084
WEST TOPSHAM,-72.270051,1050,VT,5086
WINDSOR,-72.410998,5406,VT,5089
WOODSTOCK,-72.538455,3742,VT,5091
BELLOWS FALLS,-72.466373,5433,VT,5101
